#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
                 1             19.36             19.36                 0
                 2              2.56             10.96            5.9397
                 3             10.24             10.72           3.96464
                 4                 4              9.04           3.31035
                 5              2.56             7.744           2.89086
                 6              5.76           7.41333           2.42789
                 7              2.56              6.72            2.1778
                 8              0.16               5.9           2.05415
                 9              2.56           5.52889           1.85914
                10              2.56             5.232           1.69676
                11              5.76              5.28           1.54319
                12                 4           5.17333           1.41827
                13             10.24           5.56308           1.36167
                14             27.04           7.09714           1.94525
                15             31.36           8.71467           2.39546
                16             31.36             10.13           2.63084
                17                36           11.6518            2.8828
                18             23.04           12.2844           2.79121
                19             23.04           12.8505            2.7011
                20             31.36            13.776           2.71997
                21             40.96           15.0705           2.88207
                22             40.96           16.2473           2.98165
                23             27.04           16.7165           2.88871
                24             19.36           16.8267           2.77044
                25                16           16.7936           2.65982
                26             12.96           16.6462            2.5616
                27             12.96           16.5096           2.47037
                28             10.24           16.2857           2.39226
                29              5.76           15.9228           2.33714
                30              7.84           15.6533           2.27472
                31             19.36           15.7729           2.20448
                32             12.96            15.685           2.13734
                33             19.36           15.7964           2.07547
                34             23.04           16.0094           2.02533
                35             31.36            16.448            2.0144
                36             31.36           16.8622           2.00058
                37             40.96           17.5135           2.04978
                38                36                18           2.05276
                39             19.36           18.0349           2.00042
                40                16            17.984           1.95106
                41             19.36           18.0176           1.90376
                42             23.04           18.1371           1.86218
                43                16           18.0874           1.81954
                44                16             18.04            1.7788
                45             12.96           17.9271           1.74285
                46             19.36           17.9583           1.70524
                47             27.04           18.1515           1.67987
                48             19.36           18.1767           1.64506
                49             12.96           18.0702           1.61493
                50             19.36            18.096           1.58284
                51             23.04           18.1929           1.55477
                52             23.04           18.2862           1.52766
                53             27.04           18.4513           1.50774
                54             23.04           18.5363           1.48221
                55             23.04           18.6182           1.45752
                56                16           18.5714           1.43225
                57             12.96            18.473            1.4105
                58             10.24            18.331            1.3933
                59             10.24           18.1939           1.37642
                60             12.96           18.1067           1.35624
                61             10.24           17.9777           1.34013
                62             10.24           17.8529           1.32431
                63             10.24           17.7321           1.30879
                64             10.24            17.615           1.29356
                65             19.36           17.6418           1.27394
                66             19.36           17.6679           1.25491
                67                16            17.643           1.23642
                68             10.24           17.5341           1.22302
                69             10.24           17.4284           1.20986
                70              5.76           17.2617             1.204
                71              5.76           17.0997           1.19789
                72             10.24           17.0044           1.18504
                73             10.24           16.9118           1.17242
                74             12.96           16.8584            1.1578
                75              5.76           16.7104           1.15178
                76              7.84           16.5937           1.14252
                77                16            16.586           1.12771
                78             19.36           16.6215           1.11381
                79             12.96           16.5752           1.10068
                80             12.96             16.53           1.08784
                81             12.96           16.4859           1.07531
                82                16             16.48           1.06221
                83             23.04            16.559           1.05235
                84             27.04           16.6838           1.04719
                85             40.96           16.9694           1.07311
                86             46.24           17.3098            1.1133
                87             57.76           17.7747           1.19365
                88             40.96           18.0382           1.20881
                89             46.24           18.3551           1.23606
                90             51.84           18.7271            1.2771
                91             57.76            19.156           1.33315
                92             51.84           19.5113           1.36517
                93                64           19.9897           1.43186
                94             77.44           20.6009           1.54155
                95               100           21.4366           1.73718
                96               100            22.255           1.90211
                97               100           23.0565            2.0444
                98               100           23.8416           2.16907
                99               100           24.6109           2.27949
               100               100           25.3648            2.3781
               101               100           26.1038            2.4667
               102               100           26.8282           2.54668
               103               100           27.5386           2.61917
               104               100           28.2354           2.68506
               105               100           28.9189           2.74509
               106               100           29.5894            2.7999
               107               100           30.2475           2.85002
               108               100           30.8933           2.89588
               109               100           31.5273            2.9379
               110               100           32.1498            2.9764
               111               100           32.7611            3.0117
               112               100           33.3614           3.04406
               113               100           33.9512           3.07372
               114               100           34.5305           3.10088
               115               100           35.0998           3.12574
               116               100           35.6593           3.14846
               117               100           36.2092           3.16921
               118               100           36.7498           3.18813
               119               100           37.2813           3.20534
               120               100            37.804           3.22096
               121               100            38.318           3.23509
               122               100           38.8236           3.24784
               123               100            39.321            3.2593
               124               100           39.8103           3.26954
               125               100           40.2918           3.27865
               126               100           40.7657            3.2867
               127               100           41.2321           3.29375
               128               100           41.6912           3.29986
               129               100           42.1433           3.30509
               130               100           42.5883           3.30949
               131               100           43.0266           3.31312
               132               100           43.4582           3.31602
               133               100           43.8833           3.31823
               134               100           44.3021           3.31978
               135               100           44.7147           3.32073
               136               100           45.1212            3.3211
               137               100           45.5218           3.32093
               138               100           45.9165           3.32025
